Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
11.748.323.364.257.800;16.237.493.849.434.100;615.858.585.858.586;25.934.065.934.065.900
11.749.323.425.292.900;16.237.493.849.434.100;615.858.585.858.586;25.860.805.860.805.800
11.750.323.486.328.100;1.627.394.164.707.590;6.144.792.833.146.690;26.007.326.007.326.000
11.751.323.547.363.200;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
11.752.323.608.398.400;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
11.753.323.669.433.500;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
1.175.432.373.046.870;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
11.755.323.791.503.900;1.627.394.164.707.590;6.144.792.833.146.690;26.007.326.007.326.000
11.756.323.852.539.000;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
11.757.323.913.574.200;16.201.046.051.792.300;6.172.440.944.881.890;2.608.058.608.058.600
11.758.323.974.609.300;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.759.324.035.644.500;1.627.394.164.707.590;6.144.792.833.146.690;2.608.058.608.058.600
11.760.324.096.679.600;16.237.493.849.434.100;615.858.585.858.586;26.153.846.153.846.100
11.761.324.157.714.800;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
1.176.232.421.875;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.763.324.279.785.100;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.764.324.340.820.300;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.765.324.401.855.400;16.237.493.849.434.100;615.858.585.858.586;26.007.326.007.326.000
11.766.324.462.890.600;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.767.324.523.925.700;16.201.046.051.792.300;6.172.440.944.881.890;2.608.058.608.058.600
11.768.324.584.960.900;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.769.324.645.996.000;16.237.493.849.434.100;615.858.585.858.586;26.153.846.153.846.100
1.177.032.470.703.120;16.237.493.849.434.100;615.858.585.858.586;2.608.058.608.058.600
11.771.324.768.066.400;16.201.046.051.792.300;6.172.440.944.881.890;25.860.805.860.805.800
11.772.324.829.101.500;16.201.046.051.792.300;6.172.440.944.881.890;2.608.058.608.058.600
11.773.324.890.136.700;16.201.046.051.792.300;6.172.440.944.881.890;26.153.846.153.846.100
11.774.324.951.171.800;16.201.046.051.792.300;6.172.440.944.881.890;2.608.058.608.058.600
11.775.325.012.207.000;16.201.046.051.792.300;6.172.440.944.881.890;26.007.326.007.326.000
11.776.325.073.242.100;1.616.459.825.415.040;6.186.358.511.837.650;2.608.058.608.058.600
11.777.325.134.277.300;1.616.459.825.415.040;6.186.358.511.837.650;2.608.058.608.058.600
117.783.251.953.125;1.616.459.825.415.040;6.186.358.511.837.650;2.608.058.608.058.600
11.779.325.256.347.600;16.201.046.051.792.300;6.172.440.944.881.890;26.153.846.153.846.100
11.780.325.317.382.800;1.616.459.825.415.040;6.186.358.511.837.650;26.153.846.153.846.100
11.781.325.378.417.900;1.616.459.825.415.040;6.186.358.511.837.650;2.608.058.608.058.600
11.782.325.439.453.100;1.616.459.825.415.040;6.186.358.511.837.650;26.153.846.153.846.100
11.783.325.500.488.200;1.612.815.045.650.860;6.200.338.983.050.840;26.153.846.153.846.100
11.784.325.561.523.400;1.616.459.825.415.040;6.186.358.511.837.650;2.608.058.608.058.600
11.785.325.622.558.500;1.612.815.045.650.860;6.200.338.983.050.840;26.153.846.153.846.100
1.178.632.568.359.370;1.616.459.825.415.040;6.186.358.511.837.650;26.227.106.227.106.200
11.787.325.744.628.900;1.612.815.045.650.860;6.200.338.983.050.840;26.153.846.153.846.100
11.788.325.805.664.000;16.091.702.658.866.800;6.214.382.785.956.960;26.153.846.153.846.100
11.789.325.866.699.200;1.612.815.045.650.860;6.200.338.983.050.840;26.153.846.153.846.100
11.790.325.927.734.300;1.612.815.045.650.860;6.200.338.983.050.840;263.003.663.003.663
11.791.325.988.769.500;1.612.815.045.650.860;6.200.338.983.050.840;26.227.106.227.106.200
11.792.326.049.804.600;1.612.815.045.650.860;6.200.338.983.050.840;26.227.106.227.106.200
11.793.326.110.839.800;1.612.815.045.650.860;6.200.338.983.050.840;26.227.106.227.106.200
11.794.326.171.875;1.616.459.825.415.040;6.186.358.511.837.650;26.227.106.227.106.200
11.795.326.232.910.100;1.612.815.045.650.860;6.200.338.983.050.840;26.227.106.227.106.200
11.796.326.293.945.300;1.616.459.825.415.040;6.186.358.511.837.650;26.227.106.227.106.200
11.797.326.354.980.400;1.616.459.825.415.040;6.186.358.511.837.650;26.227.106.227.106.200
11.798.326.416.015.600;16.201.046.051.792.300;6.172.440.944.881.890;26.153.846.153.846.100
11.799.326.477.050.700;16.201.046.051.792.300;6.172.440.944.881.890;26.227.106.227.106.200
11.800.326.538.085.900;16.237.493.849.434.100;615.858.585.858.586;26.227.106.227.106.200
11.801.326.599.121.000;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
1.180.232.666.015.620;1.627.394.164.707.590;6.144.792.833.146.690;263.003.663.003.663
11.803.326.721.191.400;1.627.394.164.707.590;6.144.792.833.146.690;26.227.106.227.106.200
11.804.326.782.226.500;16.346.837.242.359.600;6.117.391.304.347.820;263.003.663.003.663
11.805.326.843.261.700;163.103.894.447.178;6.131.061.452.513.960;263.003.663.003.663
11.806.326.904.296.800;16.346.837.242.359.600;6.117.391.304.347.820;27.179.487.179.487.100
11.807.326.965.332.000;1.638.328.504.000.140;6.103.781.979.977.750;263.003.663.003.663
11.808.327.026.367.100;1.638.328.504.000.140;6.103.781.979.977.750;263.003.663.003.663
11.809.327.087.402.300;1.638.328.504.000.140;6.103.781.979.977.750;26.227.106.227.106.200
118.103.271.484.375;16.419.732.837.643.200;60.902.330.743.618.100;263.003.663.003.663
11.811.327.209.472.600;16.456.180.635.285.100;6.076.744.186.046.510;2.637.362.637.362.630
11.812.327.270.507.800;16.456.180.635.285.100;6.076.744.186.046.510;263.003.663.003.663
11.813.327.331.542.900;16.456.180.635.285.100;6.076.744.186.046.510;263.003.663.003.663
11.814.327.392.578.100;16.456.180.635.285.100;6.076.744.186.046.510;2.637.362.637.362.630
11.815.327.453.613.200;16.456.180.635.285.100;6.076.744.186.046.510;2.637.362.637.362.630
11.816.327.514.648.400;16.456.180.635.285.100;6.076.744.186.046.510;2.637.362.637.362.630
11.817.327.575.683.500;1.649.262.843.292.690;60.633.149.171.270.700;2.637.362.637.362.630
1.181.832.763.671.870;1.652.907.623.056.870;6.049.944.873.208.370;263.003.663.003.663
11.819.327.697.753.900;1.649.262.843.292.690;60.633.149.171.270.700;2.637.362.637.362.630
11.820.327.758.789.000;1.649.262.843.292.690;60.633.149.171.270.700;2.637.362.637.362.630
11.821.327.819.824.200;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.822.327.880.859.300;1.652.907.623.056.870;6.049.944.873.208.370;2.637.362.637.362.630
11.823.327.941.894.500;1.652.907.623.056.870;6.049.944.873.208.370;263.003.663.003.663
11.824.328.002.929.600;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.825.328.063.964.800;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
11.826.328.125;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.827.328.186.035.100;1.652.907.623.056.870;6.049.944.873.208.370;2.637.362.637.362.630
11.828.328.247.070.300;1.649.262.843.292.690;60.633.149.171.270.700;25.860.805.860.805.800
11.829.328.308.105.400;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.830.328.369.140.600;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
11.831.328.430.175.700;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
11.832.328.491.210.900;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
11.833.328.552.246.000;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
1.183.432.861.328.120;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.835.328.674.316.400;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.836.328.735.351.500;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.837.328.796.386.700;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.838.328.857.421.800;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
11.839.328.918.457.000;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
11.840.328.979.492.100;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
11.841.329.040.527.300;1.649.262.843.292.690;60.633.149.171.270.700;26.446.886.446.886.400
118.423.291.015.625;1.649.262.843.292.690;60.633.149.171.270.700;263.003.663.003.663
11.843.329.162.597.600;16.456.180.635.285.100;6.076.744.186.046.510;26.446.886.446.886.400
11.844.329.223.632.800;16.456.180.635.285.100;6.076.744.186.046.510;26.446.886.446.886.400
11.845.329.284.667.900;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
11.846.329.345.703.100;16.456.180.635.285.100;6.076.744.186.046.510;26.446.886.446.886.400
11.847.329.406.738.200;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
11.848.329.467.773.400;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
11.849.329.528.808.500;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
1.185.032.958.984.370;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
11.851.329.650.878.900;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
11.852.329.711.914.000;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
11.853.329.772.949.200;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
11.854.329.833.984.300;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
11.855.329.895.019.500;16.419.732.837.643.200;60.902.330.743.618.100;26.446.886.446.886.400
11.856.329.956.054.600;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
11.857.330.017.089.800;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
11.858.330.078.125;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
11.859.330.139.160.100;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
11.860.330.200.195.300;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
11.861.330.261.230.400;16.346.837.242.359.600;6.117.391.304.347.820;26.520.146.520.146.500
11.862.330.322.265.600;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
11.863.330.383.300.700;16.346.837.242.359.600;6.117.391.304.347.820;26.520.146.520.146.500
11.864.330.444.335.900;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
11.865.330.505.371.000;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
1.186.633.056.640.620;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
11.867.330.627.441.400;1.627.394.164.707.590;6.144.792.833.146.690;26.520.146.520.146.500
11.868.330.688.476.500;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
11.869.330.749.511.700;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
11.870.330.810.546.800;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
11.871.330.871.582.000;1.627.394.164.707.590;6.144.792.833.146.690;26.520.146.520.146.500
11.872.330.932.617.100;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
11.873.330.993.652.300;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
118.743.310.546.875;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
11.875.331.115.722.600;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
11.876.331.176.757.800;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
11.877.331.237.792.900;1.627.394.164.707.590;6.144.792.833.146.690;26.007.326.007.326.000
11.878.331.298.828.100;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
11.879.331.359.863.200;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
11.880.331.420.898.400;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
11.881.331.481.933.500;16.237.493.849.434.100;615.858.585.858.586;26.666.666.666.666.600
1.188.233.154.296.870;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
11.883.331.604.003.900;16.237.493.849.434.100;615.858.585.858.586;25.787.545.787.545.700
11.884.331.665.039.000;16.237.493.849.434.100;615.858.585.858.586;26.520.146.520.146.500
11.885.331.726.074.200;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
11.886.331.787.109.300;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
11.887.331.848.144.500;16.201.046.051.792.300;6.172.440.944.881.890;2.659.340.659.340.650
11.888.331.909.179.600;16.201.046.051.792.300;6.172.440.944.881.890;2.659.340.659.340.650
11.889.331.970.214.800;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
1.189.033.203.125;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
11.891.332.092.285.100;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.892.332.153.320.300;16.201.046.051.792.300;6.172.440.944.881.890;2.659.340.659.340.650
11.893.332.214.355.400;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.894.332.275.390.600;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.895.332.336.425.700;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.896.332.397.460.900;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.897.332.458.496.000;1.616.459.825.415.040;6.186.358.511.837.650;2.673.992.673.992.670
1.189.833.251.953.120;1.616.459.825.415.040;6.186.358.511.837.650;2.695.970.695.970.690
11.899.332.580.566.400;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.900.332.641.601.500;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.901.332.702.636.700;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.902.332.763.671.800;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
11.903.332.824.707.000;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.904.332.885.742.100;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
11.905.332.946.777.300;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
119.063.330.078.125;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.907.333.068.847.600;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
11.908.333.129.882.800;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
11.909.333.190.917.900;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
11.910.333.251.953.100;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.911.333.312.988.200;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
11.912.333.374.023.400;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
11.913.333.435.058.500;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
1.191.433.349.609.370;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
11.915.333.557.128.900;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
11.916.333.618.164.000;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.917.333.679.199.200;16.091.702.658.866.800;6.214.382.785.956.960;26.666.666.666.666.600
11.918.333.740.234.300;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
11.919.333.801.269.500;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
11.920.333.862.304.600;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.921.333.923.339.800;1.616.459.825.415.040;6.186.358.511.837.650;26.666.666.666.666.600
11.922.333.984.375;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
11.923.334.045.410.100;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.924.334.106.445.300;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
11.925.334.167.480.400;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.926.334.228.515.600;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
11.927.334.289.550.700;16.201.046.051.792.300;6.172.440.944.881.890;2.637.362.637.362.630
11.928.334.350.585.900;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
11.929.334.411.621.000;16.237.493.849.434.100;615.858.585.858.586;26.520.146.520.146.500
1.193.033.447.265.620;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
11.931.334.533.691.400;1.627.394.164.707.590;6.144.792.833.146.690;26.520.146.520.146.500
11.932.334.594.726.500;1.627.394.164.707.590;6.144.792.833.146.690;26.666.666.666.666.600
11.933.334.655.761.700;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
11.934.334.716.796.800;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
11.935.334.777.832.000;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
11.936.334.838.867.100;16.346.837.242.359.600;6.117.391.304.347.820;26.520.146.520.146.500
11.937.334.899.902.300;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
119.383.349.609.375;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
11.939.335.021.972.600;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
11.940.335.083.007.800;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
11.941.335.144.042.900;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
11.942.335.205.078.100;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
11.943.335.266.113.200;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
11.944.335.327.148.400;16.456.180.635.285.100;6.076.744.186.046.510;2.659.340.659.340.650
11.945.335.388.183.500;16.456.180.635.285.100;6.076.744.186.046.510;2.659.340.659.340.650
1.194.633.544.921.870;1.649.262.843.292.690;60.633.149.171.270.700;26.666.666.666.666.600
11.947.335.510.253.900;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
11.948.335.571.289.000;1.649.262.843.292.690;60.633.149.171.270.700;2.659.340.659.340.650
11.949.335.632.324.200;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
11.950.335.693.359.300;1.652.907.623.056.870;6.049.944.873.208.370;26.520.146.520.146.500
11.951.335.754.394.500;1.652.907.623.056.870;6.049.944.873.208.370;26.666.666.666.666.600
11.952.335.815.429.600;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
11.953.335.876.464.800;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
119.543.359.375;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
11.955.335.998.535.100;16.565.524.028.210.500;60.366.336.633.663.300;26.520.146.520.146.500
11.956.336.059.570.300;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.957.336.120.605.400;16.601.971.825.852.400;6.023.380.900.109.760;26.520.146.520.146.500
11.958.336.181.640.600;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.959.336.242.675.700;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.960.336.303.710.900;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.961.336.364.746.000;16.601.971.825.852.400;6.023.380.900.109.760;26.446.886.446.886.400
1.196.233.642.578.120;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.963.336.486.816.400;16.601.971.825.852.400;6.023.380.900.109.760;26.666.666.666.666.600
11.964.336.547.851.500;1.663.841.962.349.420;6.010.186.199.342.820;26.520.146.520.146.500
11.965.336.608.886.700;1.663.841.962.349.420;6.010.186.199.342.820;26.520.146.520.146.500
11.966.336.669.921.800;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.967.336.730.957.000;1.663.841.962.349.420;6.010.186.199.342.820;26.520.146.520.146.500
11.968.336.791.992.100;1.663.841.962.349.420;6.010.186.199.342.820;26.446.886.446.886.400
11.969.336.853.027.300;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
119.703.369.140.625;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.971.336.975.097.600;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
11.972.337.036.132.800;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
11.973.337.097.167.900;1.663.841.962.349.420;6.010.186.199.342.820;26.666.666.666.666.600
11.974.337.158.203.100;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
11.975.337.219.238.200;16.674.867.421.136.000;5.997.049.180.327.860;26.666.666.666.666.600
11.976.337.280.273.400;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.977.337.341.308.500;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
1.197.833.740.234.370;1.663.841.962.349.420;6.010.186.199.342.820;26.520.146.520.146.500
11.979.337.463.378.900;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.980.337.524.414.000;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.981.337.585.449.200;16.674.867.421.136.000;5.997.049.180.327.860;2.659.340.659.340.650
11.982.337.646.484.300;1.663.841.962.349.420;6.010.186.199.342.820;26.666.666.666.666.600
11.983.337.707.519.500;16.674.867.421.136.000;5.997.049.180.327.860;26.520.146.520.146.500
11.984.337.768.554.600;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.985.337.829.589.800;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.986.337.890.625;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.987.337.951.660.100;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.988.338.012.695.300;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.989.338.073.730.400;1.663.841.962.349.420;6.010.186.199.342.820;27.106.227.106.227.100
11.990.338.134.765.600;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.991.338.195.800.700;1.663.841.962.349.420;6.010.186.199.342.820;2.659.340.659.340.650
11.992.338.256.835.900;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.993.338.317.871.000;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
1.199.433.837.890.620;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.995.338.439.941.400;16.601.971.825.852.400;6.023.380.900.109.760;26.520.146.520.146.500
11.996.338.500.976.500;16.601.971.825.852.400;6.023.380.900.109.760;26.666.666.666.666.600
11.997.338.562.011.700;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
11.998.338.623.046.800;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
11.999.338.684.082.000;16.565.524.028.210.500;60.366.336.633.663.300;26.520.146.520.146.500
12.000.338.745.117.100;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
12.001.338.806.152.300;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
120.023.388.671.875;16.565.524.028.210.500;60.366.336.633.663.300;26.886.446.886.446.800
12.003.338.928.222.600;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
12.004.338.989.257.800;16.565.524.028.210.500;60.366.336.633.663.300;26.446.886.446.886.400
12.005.339.050.292.900;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
12.006.339.111.328.100;1.652.907.623.056.870;6.049.944.873.208.370;26.520.146.520.146.500
12.007.339.172.363.200;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
12.008.339.233.398.400;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
12.009.339.294.433.500;1.652.907.623.056.870;6.049.944.873.208.370;26.153.846.153.846.100
1.201.033.935.546.870;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
12.011.339.416.503.900;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
12.012.339.477.539.000;1.652.907.623.056.870;6.049.944.873.208.370;26.446.886.446.886.400
12.013.339.538.574.200;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
12.014.339.599.609.300;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
12.015.339.660.644.500;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
12.016.339.721.679.600;1.649.262.843.292.690;60.633.149.171.270.700;26.520.146.520.146.500
12.017.339.782.714.800;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
1.201.833.984.375;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
12.019.339.904.785.100;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
12.020.339.965.820.300;16.456.180.635.285.100;6.076.744.186.046.510;2.659.340.659.340.650
12.021.340.026.855.400;16.456.180.635.285.100;6.076.744.186.046.510;26.520.146.520.146.500
12.022.340.087.890.600;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
12.023.340.148.925.700;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
12.024.340.209.960.900;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
12.025.340.270.996.000;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
1.202.634.033.203.120;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
12.027.340.393.066.400;1.638.328.504.000.140;6.103.781.979.977.750;26.520.146.520.146.500
12.028.340.454.101.500;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
12.029.340.515.136.700;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
12.030.340.576.171.800;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
12.031.340.637.207.000;16.346.837.242.359.600;6.117.391.304.347.820;26.520.146.520.146.500
12.032.340.698.242.100;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
12.033.340.759.277.300;1.638.328.504.000.140;6.103.781.979.977.750;2.659.340.659.340.650
120.343.408.203.125;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
12.035.340.881.347.600;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
12.036.340.942.382.800;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
12.037.341.003.417.900;16.346.837.242.359.600;6.117.391.304.347.820;2.659.340.659.340.650
12.038.341.064.453.100;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
12.039.341.125.488.200;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
12.040.341.186.523.400;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
12.041.341.247.558.500;163.103.894.447.178;6.131.061.452.513.960;26.520.146.520.146.500
